category,qty_sold,avg_price,avg_freight,estimated_cost_unit,realized_margin_unit,current_revenue_total,current_margin_total,price_elasticity,sim_price_inc_5pct,sim_qty_inc_5pct,sim_margin_unit_inc_5pct,sim_margin_total_inc_5pct,delta_margin_total_inc_5pct,sim_price_inc_10pct,sim_qty_inc_10pct,sim_margin_unit_inc_10pct,sim_margin_total_inc_10pct,delta_margin_total_inc_10pct
beleza_saude,9670,130.16353050672183,18.879703205791106,71.80412865563501,39.47969864529571,1258681.34,381768.6859000095,-0.02664883671383327,136.67170703205792,9657.435225324209,45.98787517063181,444124.9256106722,62356.23971066269,143.17988355739402,9645.470279372663,52.49605169596791,506349.10641786933,124580.4205178598
relogios_presentes,5991,201.13598397596394,16.7811600734435,110.10078930875595,74.2540345937645,1205005.68,444855.92125124315,-0.2877810153975509,211.19278317476216,5907.46886777425,84.31083379256272,498063.6258456534,53207.70459441026,221.24958237356034,5828.909206550961,94.3676329913609,550060.3647437658,105204.44349252264
cama_mesa_banho,11115,93.29632748538012,18.415928025191185,54.55919178664269,20.321207673546233,1036988.68,225870.2232914664,-0.15474024372601125,97.96114385964913,11031.39993101312,24.986024047815242,275630.8239573612,49760.60066589483,102.62596023391814,10952.275325542496,29.65084042208425,324744.1679363914,98873.94464492498
esporte_lazer,8641,114.34428538363615,19.512499710681634,64.43822001537747,30.393565657577042,988048.97,262630.8008471232,-0.034054371928529066,120.06149965281796,8626.654740287473,36.11077992675885,311515.230830652,48884.4299835288,125.77871392199977,8612.999127852781,41.82799419594066,360264.47752946813,97633.67668234493
informatica_acessorios,7827,116.51390315574294,18.821781014437203,64.0262254939652,33.66589664734053,911954.32,263502.9730587343,-0.10723506464540612,122.33959831353009,7786.1559491128155,39.49159180512768,307487.69247342984,43984.719414695515,128.16529347131726,7747.41083337545,45.31728696291485,351091.6399556706,87588.66689693625
moveis_decoracao,8334,87.56449364050876,20.728257739380847,50.850068957565476,15.98616694356243,729762.49,133228.71530764928,-0.09629939273275331,91.9427183225342,8294.934852794095,20.364391625587878,168921.30185103707,35692.58654338779,96.32094300455964,8257.857906641942,24.74261630761331,204321.00970683244,71092.29439918316
utilidades_domesticas,6964,90.78814761631247,20.986374210224007,53.5769053428206,16.22486806326787,632248.66,112989.98119259745,-0.03458012291438287,95.3275549971281,6952.260455085537,20.764275444083488,144358.6510484053,31368.66985580785,99.86696237794372,6941.0855678973885,25.303682824899106,175635.0276705602,62645.04647796275
cool_stuff,3796,167.357968914647,22.138856691253952,100.21505970242661,45.004052520966425,635290.85,170835.38336958856,-0.08260868965221436,175.72586736037934,3780.7310455183183,53.371950966698776,201784.99197967947,30949.608610090916,184.0937658061117,3766.229738462427,61.73984941243113,232526.4569052901,61691.07353570155
automotivo,4235,139.9575230224321,21.880569067296342,79.11509949237113,38.961854462764634,592720.11,165003.45364980822,-0.04957136602157745,146.9553991735537,4224.769626362211,45.95973061388624,194169.27393333602,29165.820283527806,153.95327532467533,4215.038275920864,52.95760676500787,223218.33951567384,58214.885865865625
brinquedos,4117,117.54836045664318,18.806400291474375,67.78753234169127,30.95442782347753,483946.6,127439.379349257,-0.03262329888854907,123.42577847947534,4110.452199557863,36.83184584630969,151395.54177273982,23956.16242348282,129.30319650230751,4104.218759029216,42.709263869141864,175288.16195606077,47848.78260680377
ferramentas_jardim,4347,111.63019553715206,22.765757994018863,68.12139581936631,20.74304172376688,485256.46,90170.00237321462,-0.08698917382626707,117.21170531400966,4328.589489463872,26.324551500624494,113948.17694045359,23778.174567238966,122.79321509086728,4311.108217991097,31.90606127748211,137550.48297708065,47380.48060386603
perfumaria,3419,116.73731207955542,15.856636443404502,64.43335510147017,36.447320534680756,399124.87,124613.38890807351,0.05844927378848274,122.5741776835332,3428.764047793122,42.28418613865853,144982.49722242463,20369.10831435112,128.41104328751098,3438.0997532662304,48.12105174263631,165444.9761232694,40831.587215195905
bebes,3065,134.34417292006526,22.301177814029366,77.1029949484474,34.9400001575885,411764.89,107091.10048300875,-0.0922213799043684,141.06138156606852,3051.240023642219,41.65720880359176,127106.14277474018,20015.042291731428,147.7785902120718,3038.177816044691,48.37441744959504,146970.08195944485,39878.98147643611
telefonia,4545,71.21397799779977,15.669040704070406,38.53707042795797,17.007866865771398,323667.52999999997,77300.754904931,-0.04464728566539479,74.77467689768976,4535.110182179281,20.568565765661383,93280.71203667512,15979.957131744115,78.33537579757976,4525.700567905803,24.129264665551382,109201.82680003531,31901.07189510431
moveis_escritorio,1691,162.0110585452395,40.551123595505615,145.80995269071244,-24.350017740978544,273960.7,-41175.879999994715,-0.6316319286457519,170.1116114725015,1639.6825309743526,-16.24946481371657,-26643.963592733475,14531.91640726124,178.21216439976348,1592.2038364976524,-8.148911886454556,-12974.728768894267,28201.151231100448
papelaria,2517,91.75336909018674,18.592959872864522,54.20537477378072,18.955034443541493,230943.23,47709.82169439394,-0.05951408155056107,96.34103754469608,2509.7019833060285,23.542702898050834,59085.16815562276,11375.346461228823,100.92870599920542,2502.763242140967,28.130371352560175,70403.65940896289,22693.837714568952
pcs,203,1098.3405418719212,48.45467980295566,690.155590970558,359.73027109840746,222963.13,73025.24503297672,-0.07228992812093743,1153.2575689655173,202.28527257159485,414.6472981920035,83877.0417358448,10851.796702868087,1208.1745960591134,201.60614421596836,469.5643252855996,94667.05308220246,21641.808049225743
pet_shop,1947,110.0746841294299,20.319075500770413,63.7756161527,25.979992475959484,214315.41,50583.045350693115,0.004267002012725891,115.5784183359014,1947.405383704295,31.48372668243099,61311.57884044067,10728.533489747555,121.0821525423729,1947.7919839900421,36.98746088890248,72043.87982754945,21460.834476856333
eletroportateis,679,280.7784683357879,23.593888070692195,163.75917630592616,93.42540395916959,190648.58,63435.84928827615,-0.06885366145499708,294.81739175257735,676.7228071194779,107.46432737595902,72723.56128706555,9287.711998789397,308.8563151693667,674.5586820677788,121.50325079274839,81961.07272170715,18525.223433431005
instrumentos_musicais,680,281.616,27.409544117647062,160.74200189953785,93.46445398281506,191498.88,63555.82870831424,-0.11127647635122553,295.6968,676.3181494573035,107.5452539828151,72734.80715657321,9178.978448258968,309.7776,672.8261781765921,121.62605398281511,81833.19306795736,18277.364359643114
consoles_games,1137,138.49183817062445,17.438891820580476,75.9877694158466,45.06517693419737,157465.22,51239.10617418241,-0.06925377939475055,145.41643007915567,1133.16467023965,51.989768842728594,58912.969266506174,7673.863092323765,152.3410219876869,1129.5198428646038,58.914360751259835,66544.93949823159,15305.833324049177
eletronicos,2767,57.913530899891576,16.833509215757136,31.68332488068289,9.396696803451547,160246.74,26000.66005515043,-0.22294392369895114,60.809207444886155,2737.065141671871,12.292373348446134,33645.02660044825,7644.366545297817,63.70488398988074,2708.824766547086,15.18804989344072,41141.76570690505,15141.105651754617
fashion_bolsas_e_acessorios,2031,75.24546528803546,15.484982767109798,40.73333714505007,19.02714537587559,152823.54,38644.132258403326,-0.011979332891111362,79.00773855243723,2029.8132809178153,22.78941864027736,46258.26462043101,7614.132362027682,82.77001181683902,2028.682424233479,26.551691904679146,53864.95070068493,15220.818442281605
construcao_ferramentas_construcao,929,155.7347578040904,22.22864370290635,88.36713480458106,45.13897929660301,144677.59,41934.1117665442,-0.08106393302905764,163.52149569429494,925.3329477049531,52.925717186807546,48973.90989386733,7039.798127323127,171.30823358449945,921.8500002440999,60.71245507701205,55967.77672756346,14033.664961019262
malas_acessorios,1092,128.5988827838828,27.880247252747253,79.57948839212423,21.139147139011314,140429.98,23083.948675800355,-0.09047433311980042,135.02882692307693,1087.1902542762064,27.56909127820545,29972.847356916125,6888.89868111577,141.4587710622711,1082.624030722284,33.99903541739961,36808.17276425486,13724.224088454503
eletrodomesticos_2,238,476.1249579831933,44.53857142857143,353.4288332138908,78.15755334073106,113317.74,18601.497695093993,-0.10299265451500313,499.931205882353,236.80704304339233,101.96380123989081,24145.746269082723,5544.248573988731,523.7374537815127,235.67516213712886,125.77004913905046,29640.87672284038,11039.379027746389
casa_construcao,604,137.56311258278146,22.901059602649006,79.15930127019345,35.50275170993899,83088.12,21443.66203280315,-0.13792418644775545,144.44126821192054,599.9491215686693,42.38090733907808,25426.388129363062,3982.7260965599125,151.3194238410596,596.1120298361978,49.25906296821714,29363.920013813004,7920.257981009854
eletrodomesticos,771,103.98382619974059,19.220363164721142,57.973751576919426,26.789711458100015,80171.53,20654.867534195113,-0.0419105407532944,109.18301750972762,769.4250529038648,31.98890276808706,24613.06320467197,3958.1956704768563,114.38220881971466,767.9263824654798,37.1880940780741,28557.718556161377,7902.851021966264
agro_industria_e_comercio,212,342.12485849056606,27.56415094339623,210.81177311511456,103.74893443205528,72530.47,21994.774099595717,-0.0735869294884803,359.2311014150944,211.24021725259627,120.8551773565836,25529.473920905773,3534.699821310056,376.3373443396227,210.51832231083614,137.9614202811119,29043.406741199844,7048.632641604127
moveis_sala,503,137.0110536779324,35.72200795228628,102.06251279813208,-0.7734670724859427,68916.56,-389.0539374604292,-0.1541321856981526,143.86160636182905,499.2315596231011,6.077085611410695,3033.8729277476677,3422.926865208097,150.71215904572566,495.66475635870677,12.927638295307304,6407.774685936982,6796.828623397411
telefonia_fixa,264,225.6931818181818,17.567462121212124,123.68809380455,84.4376258924197,59583.0,22291.533235598803,-0.008702497547008475,236.9778409090909,263.88793037488017,95.72228498332879,25259.955675005105,2968.422439406302,248.26250000000002,263.7811195223174,107.00694407423791,28226.411504564483,5934.87826896568
casa_conforto,434,134.95861751152074,19.588087557603686,85.65710311914164,29.71342683477542,58572.04,12895.627246292532,-0.14421627152003266,141.70654838709677,430.956948885006,36.46135771035145,15713.27547105785,2817.6482247653184,148.45447926267283,428.0753602064657,43.209288585927496,18496.831775686038,5601.204529393506
climatizacao,297,185.26922558922558,22.724680134680135,113.50639193667043,49.03815351787502,55024.96,14564.33159480888,-0.04528915295531674,194.53268686868688,296.3444539686486,58.30161479733631,17277.360202607113,2713.0286077982328,203.79614814814815,295.7207572814682,67.56507607679758,19980.395463210592,5416.063868401712
livros_interesse_geral,553,84.73215189873417,16.62842676311031,46.86906811638146,21.2346570192424,46856.88,11742.765331641047,0.28512861323083183,88.96875949367089,560.7468037178207,25.471264614179113,14282.930219051768,2540.1648874107213,93.2053670886076,568.2342018377079,29.707872209115827,16881.029053043556,5138.263721402509
audio,364,139.25412087912088,15.688021978021977,76.37359351934194,47.19250538175696,50688.5,17178.071958959532,-0.013480136194764713,146.21682692307692,363.76067661678843,54.15521142571302,19699.5363505426,2521.4643915830675,153.17953296703297,363.53263520763653,61.11791746966907,22218.35759615164,5040.285637192108
portateis_casa_forno_e_cafe,76,624.2856578947368,36.15605263157895,434.44558291607404,153.68402234708378,47445.71,11679.985698378368,0.19636929858825894,655.4999407894736,76.73164698206327,184.8983052418206,14187.551485397156,2507.565787018788,686.7142236842105,77.43580987170967,216.11258813655752,16734.853285825568,5054.867587447199
moveis_cozinha_area_de_servico_jantar_e_jardim,281,164.8696441281139,42.702597864768684,116.20837608694997,5.958670176395245,46328.37,1674.3863195670638,-0.16214957597702842,173.1131263345196,278.78569402815987,14.202152382800946,3959.356908732846,2284.9705891657823,181.3566085409253,276.69066908604896,22.445634589206648,6210.497652548551,4536.111332981487
construcao_ferramentas_iluminacao,304,135.1315789473684,24.94671052631579,76.42835011920637,33.75651830184624,41080.0,10261.981563761257,-0.06322145210275855,141.88815789473685,303.063730894943,40.51309724921468,12278.050402456653,2016.0688386953952,148.64473684210526,302.17371083152193,47.26967619658309,14283.653466125974,4021.6719023647165
construcao_ferramentas_seguranca,194,208.9923711340206,20.201546391752576,116.11393173332957,72.67689300893846,40544.52,14099.317243734062,-0.08225613898921422,219.44198969072164,193.22298188075382,83.1265115656395,16061.952438057835,1962.6351943237732,229.89160824742268,192.4850159863462,93.57613012234054,18012.002902539134,3912.6856588050723
industria_comercio_e_negocios,268,148.0209328358209,29.42044776119403,107.69170585015183,10.90877922447504,39669.61,2923.552832159311,-0.3945140747412067,155.42197947761196,262.89075720347626,18.309825866266095,4813.48398624649,1889.9311540871786,162.823026119403,258.1099799875233,25.71087250805715,6636.232788516393,3712.679956357082
alimentos,510,57.63413725490196,14.256921568627451,31.627378410230133,11.749837276044378,29393.41,5992.417010782633,-0.19982514919331354,60.515844117647056,505.0519139455789,14.631544138789469,7389.689371274839,1397.2723604922057,63.39755098039216,500.37877159407566,17.513251001534574,8763.259022766586,2770.842011983953
market_place,311,91.2490996784566,17.543601286173633,50.563050652889046,23.14244773939393,28378.470000000005,7197.301246951512,-0.07357013510616672,95.81155466237944,309.88566696550146,27.704902723316764,8585.352258629353,1388.0510116778405,100.37400964630227,308.8269011174684,32.2673577072396,9965.028087975666,2767.726841024154
construcao_ferramentas_jardim,238,108.04995798319328,22.316806722689073,62.048516058932165,23.684635201572036,25715.89,5636.943177974144,0.09552306463114744,113.45245588235295,239.1118082958879,29.087133100731705,6955.076993859135,1318.1338158849903,118.85495378151262,240.17672202276603,34.489630999891375,8283.606517328684,2646.66333935454
artes,209,115.8021052631579,19.35488038277512,70.6809007032288,25.766324177153976,24202.64,5385.161753025181,0.012435605347171355,121.5922105263158,209.12684613944413,31.556429440311874,6599.296564274327,1214.134811249146,127.3823157894737,209.24786197327674,37.34653470346977,7814.682538811832,2429.5207857866517
fashion_calcados,262,89.93423664122137,18.774312977099235,50.99258420881142,20.167339455310724,23562.77,5283.84293729141,0.030957141376250417,94.43094847328244,262.396024854086,24.66405128737179,6471.749014603661,1187.906077312251,98.92766030534352,262.7741806064125,29.160763119432858,7662.695634566661,2378.8526972752516
sinalizacao_e_seguranca,199,108.08658291457286,32.70261306532664,61.48434275057558,13.89962709867065,21509.23,2766.0257926354593,-0.015824893460171505,113.49091206030151,198.84641156955107,19.303956244399288,3838.522428294426,1072.4966356589666,118.89524120603015,198.7000798229023,24.708285390127926,4909.53827930547,2143.5124866700103
bebidas,379,59.178627968337736,15.148416886543536,33.191998161651696,10.838212920142503,22428.7,4107.6826967340085,-0.2913131611076429,62.13755936675462,373.65129199088335,13.79714431855939,5155.320800414392,1047.6381036803832,65.09649076517151,368.6217665029376,16.756075716976277,6176.654230448771,2068.9715337147627
moveis_quarto,109,183.75027522935778,42.49752293577981,159.92689768477263,-18.674145391194656,20028.78,-2035.4818476402174,-0.07318053948740165,192.93778899082568,108.61151049339139,-9.486631629726759,-1030.3573907990065,1005.124456841211,202.12530275229358,108.2423865007343,-0.2991178682588611,-32.377231905351366,2003.104615734866
livros_tecnicos,267,71.52082397003745,16.041423220973783,39.58944557132998,15.88995517773369,19096.06,4242.618032454895,-0.07337472278260677,75.09686516853932,266.0458583221211,19.46599637623556,5178.847714010888,936.229681555993,78.67290636704121,265.1392873067704,23.042037574737442,6109.349420661711,1866.7313882068156
construcao_ferramentas_ferramentas,103,154.40728155339806,19.710873786407767,86.42258209638642,48.27382567060387,15903.95,4972.2040440721985,0.09008103293163124,162.12764563106796,103.45368830894583,55.99418974827377,5792.805453329885,820.6014092576861,169.8480097087379,103.88812798065952,63.714553825943696,6619.185722100258,1646.9816780280598
alimentos_bebidas,278,54.602446043165465,16.215791366906473,30.63839177506345,7.748262901195542,15179.48,2154.0170865323607,0.06648132398098486,57.33256834532374,278.90319447430875,10.47838520335382,2922.4551061477096,768.4380196153488,60.062690647482015,279.76709700750365,13.208507505512092,3695.3058006189412,1541.2887140865805
fashion_roupa_masculina,132,81.80166666666666,16.306136363636362,45.58822309653884,19.907307206491467,10797.82,2627.764551256874,-0.03477546386182221,85.89175,131.77622541492175,23.997390539824792,3162.2855451458627,534.5209938889889,89.98183333333334,131.5632160961392,28.087473873158146,3695.278394768969,1067.5138435120953
fashion_underwear_e_moda_praia,131,72.83625954198473,14.627404580152673,39.70439464155732,18.504460320274738,9541.55,2424.0843019559907,-0.2162732629775939,76.47807251908397,129.62495445565818,22.146273297373973,2870.70966753466,446.6253655786695,80.11988549618322,128.32733183702828,25.788086274473223,3309.3163047862395,885.2320028302488
artigos_de_natal,153,57.52169934640523,21.106535947712416,32.359632941282044,4.055530457410768,8800.82,620.4961599838475,0.09427745041987402,60.397784313725495,153.70539237187805,6.931615424731035,1065.4266686292458,444.9305086453983,63.273869281045755,154.38099214505215,9.807700392051295,1514.122517186296,893.6263572024484
tablets_impressao_imagem,83,90.70373493975903,14.773493975903614,50.19458789601233,25.73565306784308,7528.41,2136.0592046309757,-0.0968661759519479,95.23892168674699,82.60865781277845,30.270839814831042,2500.633447968807,364.5742433378314,99.77410843373494,82.23724282215592,34.80602656181899,2862.351658038717,726.292453407741
cine_foto,72,96.29805555555555,17.447222222222223,53.06780306128626,25.783030272047064,6933.459999999999,1856.3781795873886,-0.28605875475397935,101.11295833333334,71.00208660480229,30.597933049824853,2172.5170923316064,316.1389127442178,105.92786111111111,70.06348836699159,35.41283582760263,2481.1468110494197,624.7686314620312
musica,38,158.79868421052632,18.171315789473685,87.79491703971759,52.83245138133505,6034.35,2007.6331524907318,0.07860695230637645,166.73861842105265,38.14601918286674,60.77238559186138,2318.224586575718,310.5914340849863,174.67855263157895,38.28576677657611,68.71231980238768,2630.703850631727,623.0706981409953
dvds_blu_ray,64,93.74046875,20.1365625,50.619853125,22.98405312500001,5999.39,1470.9794000000006,0.035427588456559266,98.42749218750001,64.11072080672143,27.671076562500012,1774.0126639198513,303.0332639198507,103.11451562500001,64.21646828765476,32.358100000000015,2077.9229024987626,606.943502498762
moveis_colchao_e_estofado,38,114.94947368421053,42.90684210526316,84.0449728638013,-12.002341284853927,4368.08,-456.08896882444924,-0.946325966252222,120.69694736842106,36.28537474416402,-6.254867600643408,-226.9602148644761,229.12875395997315,126.4444210526316,34.7226309013338,-0.5073939164328607,-17.61805168188043,438.4709171425688
artigos_de_festas,43,104.30651162790699,19.255116279069767,60.063169473460256,24.988225875376962,4485.18,1074.4937126412094,-0.028397128605240643,109.52183720930233,42.94046472823672,30.20355145677231,1296.954535997014,222.46082335580468,114.7371627906977,42.88377632905833,35.41887703816767,1518.8952007312023,444.4014880899929
livros_importados,60,77.33083333333335,12.830833333333334,42.52912119017353,21.970878809826488,4639.85,1318.2527285895892,-0.1579031150391703,81.19737500000002,59.53952890523912,25.837420476493165,1538.347843296982,220.0951147073929,85.06391666666669,59.103774454792216,29.703962143159828,1755.6162789230048,437.36355033341556
portateis_cozinha_e_preparadores_de_alimentos,15,264.5686666666667,20.650666666666666,157.84830113385175,86.06969886614826,3968.53,1291.045482992224,0.05683361114834225,277.7971,15.041651539804747,99.29813219948159,1493.6079030980675,202.56242010584356,291.0255333333334,15.081472788030986,112.52656553281497,1697.0663360137344,406.02085302151045
fashion_roupa_feminina,48,58.409166666666664,12.953125,31.95457315976622,13.501468506900444,2803.64,648.0704883312213,-0.2103414753086841,61.329625,47.5099145104456,16.42192684023378,780.2043402762989,132.1338519450776,64.25008333333334,47.04729287002835,19.342385173567116,910.0068600657063,261.93637173448496
la_cuisine,14,146.785,23.825,96.62796669581064,26.332033304189352,2054.99,368.64846625865096,-0.014289041006523262,154.12425,13.990243096287951,33.67128330418936,471.06943878959095,102.42097253093999,161.4635,13.980946502393166,41.01053330418938,573.366072160485,204.71760590183408
fashion_esporte,30,70.65033333333334,19.271,38.58377904326565,12.795554290067685,2119.51,383.86662870203054,-0.37728591147359025,74.18285,29.45281643831162,16.32807095673435,480.907676680424,97.04104797839346,77.71536666666668,28.940389893842777,19.86058762340103,574.7731493420541,190.9065206400236
artes_e_artesanato,24,75.58375,15.422083333333333,42.14687603007866,18.014790636588003,1814.0099999999998,432.3549752781121,0.11567181367992183,79.3629375,24.135830451722015,21.79397813658801,526.0157611732247,93.66078589511267,83.14212500000001,24.26605673587654,25.573165636588016,620.5598882534131,188.204912975301
fraldas_higiene,39,40.19461538461538,14.709743589743589,22.468985866635332,3.015885928236461,1567.59,117.61955120122198,-0.7160372791821629,42.20434615384615,37.66103741539976,5.025616697467232,189.2699384787712,71.65038727754921,44.214076923076924,36.427209324219625,7.035347466698003,256.2780748380264,138.6585236368044
flores,33,33.63757575757575,14.814242424242424,18.793437709208103,0.029895624125227727,1110.04,0.986555596132515,-0.030957985923416073,35.31945454545454,32.9501929327791,1.711774412004015,56.4032971329268,55.41674153679429,37.001333333333335,32.90277333981882,3.3936531998828094,111.66060202969494,110.67404643356242
casa_conforto_2,30,25.342333333333332,13.677,15.848329500621128,-4.182996167287795,760.27,-125.48988501863386,-1.0409515944223835,26.60945,28.514398849381394,-2.915879500621129,-83.14455107744591,42.345333941187945,27.87656666666667,27.166486455862163,-1.6487628339544589,-44.791093197552726,80.69879182108113
pc_gamer,9,171.77222222222224,14.841111111111111,102.34774410192072,54.58336700919041,1545.9500000000003,491.2503030827137,,180.36083333333335,8.364857768130284,63.17197812030152,528.4246119077604,37.17430882504675,188.94944444444448,7.801057548373027,71.76058923141265,559.8084862994078,68.55818321669415
cds_dvds_musicais,14,52.142857142857146,16.070714285714285,30.02908631103519,6.043056546107675,730.0,84.60279164550744,,54.75000000000001,13.012000972647108,8.650199403250536,112.5564030486874,27.953611403179963,57.35714285714287,12.134978408580263,11.257342260393397,136.607605267872,52.004813622364566
fashion_roupa_infanto_juvenil,8,71.23125,11.93875,39.58352040698452,19.708979593015485,569.85,157.67183674412388,-0.6012269906649597,74.79281250000001,7.768736807316616,23.270542093015493,180.7827168842201,23.110880140096214,78.354375,7.554462808521923,26.832104593015487,202.70213622230577,45.03029947818189
seguros_e_servicos,2,141.64499999999998,20.61,81.07423151992532,39.96076848007466,283.28999999999996,79.92153696014933,,148.72725,1.8588572818067297,47.04301848007469,87.4462574598554,7.524720499706078,155.80949999999999,1.7335683440828948,54.12526848007468,93.82985205204517,13.908315091895844
